t_ns,nonce,hash_hex,difficulty_bits,attempts_since_prev,backend,notes_json
125515396898411,1900114,0000444aaacdeba032f3ee89da5af2f6b1bc66925b8d0fc7d2016e87df22a303,17,107735,cpu,"{""t_true_ns"": 125515396898411}"
125515704512344,2017717,0000085e7549fa008a8d5cdd695ee907ddbc9e65e5edd19c6ba4cc235c5a4513,17,117603,cpu,"{""t_true_ns"": 125515704512344}"
125515885239960,2088490,00003843fa122a2cc8a5c83d273fe56278e668553643c7ca16be4c17745ee92a,17,70773,cpu,"{""t_true_ns"": 125515885239960}"
125515921239013,2102334,00000abb40140818326eb9d54a2eca8cd38a1b77b1351d5296c766f934613e4e,17,13844,cpu,"{""t_true_ns"": 125515921239013}"
125516041106695,2148662,00001ea79325f2a577ec5c59cbf17a36a91cf8cbaffdf524f43fc28973d09761,17,46328,cpu,"{""t_true_ns"": 125516041106695}"
125516540790584,2341832,00002aee3abfd8c7bc09d1c230488d8dbc865fbb7be1e6e1d68b5b2a30b94633,17,193170,cpu,"{""t_true_ns"": 125516540790584}"
125516562823953,2350512,00005908cceeb23390087d8d72b543bfd37f9b031e333e888ef22c167451df14,17,8680,cpu,"{""t_true_ns"": 125516562823953}"
125516635940174,2378710,000056fe96dfdae53edfa7272bbce82cd76b419b8e7c0e8c5d174c570c1bd0d5,17,28198,cpu,"{""t_true_ns"": 125516635940174}"
125516638689998,2379843,000049365c70e49cd4aa1c969fcbbb1a04177d780ac48e2f42869c80a4f324ae,17,1133,cpu,"{""t_true_ns"": 125516638689998}"
125516761253746,2427224,00007db270ec0e0bff5ce565be567efeae766ed674c02bb302dc2169e85a83bc,17,47381,cpu,"{""t_true_ns"": 125516761253746}"
125516777330682,2433471,000021450d00c33532199cc64f5ce4dec0d892b9c7cd8e4bf7dca0f55c0b204d,17,6247,cpu,"{""t_true_ns"": 125516777330682}"
125517445822850,2688698,0000667905ef672303acf32d03a146aa61b23f59685bedf8d4c36b82916132d6,17,255227,cpu,"{""t_true_ns"": 125517445822850}"
125517513823497,2714782,000025715c5e402d3deed4a877e5c15ee0f03b00bd9e94b0c361479ebca45aac,17,26084,cpu,"{""t_true_ns"": 125517513823497}"
125517966837924,2889927,000070f919b86fd41833d2a828db7c1eafe02812ed369ffe30b59ab8bc44abdb,17,175145,cpu,"{""t_true_ns"": 125517966837924}"
125519161053736,3347813,0000245a59c4c817c099dda55809662627599962b2e7334407500ece854d12f3,17,457886,cpu,"{""t_true_ns"": 125519161053736}"
125519299304386,3399828,00003d3b01020779e811c9b9e7a3744260b41e41cd6fb178cd313e73c970a7a4,17,52015,cpu,"{""t_true_ns"": 125519299304386}"
125520040515960,3677986,000000a89adbde5f6082f38ec4b9e712705665f9fb3c8c2bfabc05d197efe2de,17,278158,cpu,"{""t_true_ns"": 125520040515960}"
125521334283826,4140320,00000b4bdaeab6d4feccf8fe49e566bf2e70bcf2df49b61810ff9eaafed76f96,17,462334,cpu,"{""t_true_ns"": 125521334283826}"
125521578341816,4232158,0000438299a7721fe244eeed7c81b0e20f01abb9d7626dfcfe66f9ab81a75d1b,17,91838,cpu,"{""t_true_ns"": 125521578341816}"
125521633178895,4253132,00004d454a4d8784b3036e029dca3b9320b490cf7e6eb8dc8a31d56cf8d5a360,17,20974,cpu,"{""t_true_ns"": 125521633178895}"
125521693785027,4276371,00003cb7d8b9f996cdb9a0fa1228201c86ec7d18b67e144ca27abafd0688e952,17,23239,cpu,"{""t_true_ns"": 125521693785027}"
125522521841706,4584946,00004321c4a9bbf728f9535d0d54b8a4315a500ed7f569fbac40c3c51a11fc74,17,308575,cpu,"{""t_true_ns"": 125522521841706}"
125523329954040,4896717,00004c812a34e840fe54f2b77a42f190afa8ac54f0e3d399a1b899ac3fa49b58,17,311771,cpu,"{""t_true_ns"": 125523329954040}"
125524002591805,5158119,0000552eacb69cbaa38dc3411bbf2d434142156b2bda895bb1348d9665e7e6fc,17,261402,cpu,"{""t_true_ns"": 125524002591805}"
125524512762520,5357956,00004c7c5c0ba7f295482523d315f70dc662b56aa7d9e52829c6e79266c97749,17,199837,cpu,"{""t_true_ns"": 125524512762520}"
125524654551175,5412823,00000982651bfaf7ee02dbd135f6cb52f44ba3c248b219114699c5466592859f,17,54867,cpu,"{""t_true_ns"": 125524654551175}"
125524877089499,5498514,00002dbba8991afb6476b496c986ae2fb97a6aaf81ac57bee753e9670a7e9d34,17,85691,cpu,"{""t_true_ns"": 125524877089499}"
125525065221513,5572396,00005fb315f20a592d0397741c334ef0292e0aa43603f31ea8239f5fcb700652,17,73882,cpu,"{""t_true_ns"": 125525065221513}"
125525762257010,5845073,000062728005a6be6fc798afb52f69e3c149b0045de2d8badb26aa4342efc498,17,272677,cpu,"{""t_true_ns"": 125525762257010}"
125526173452423,6004783,0000533d4a9379cf94f9d3f2029653bb1fc62da3b09111a063c1cefa4ca6b38c,17,159710,cpu,"{""t_true_ns"": 125526173452423}"
125526497671049,6129654,00000a2334555757651955e899e958b5213318ae995a1583f25bc38bb7455b64,17,124871,cpu,"{""t_true_ns"": 125526497671049}"
125526580902274,6161970,00001822ca8e467c52a4b9e7ef151044eb6670367daab0abc8efe7dc13653fd2,17,32316,cpu,"{""t_true_ns"": 125526580902274}"
125526741867546,6224670,0000524db3f7d7f293595c72991b62f2465e06eb7c1b448bd89aa8096839be6c,17,62700,cpu,"{""t_true_ns"": 125526741867546}"
125527873997062,6665840,0000200adaa39c859c2377fd673a2f7b927bc19baa01e3783c66c12e20bbba47,17,441170,cpu,"{""t_true_ns"": 125527873997062}"
125528138784777,6767970,000023caac96c02bfc85cf2e7cb3aa7db8b31e1e4db576ca426c7dfd1dbd32d2,17,102130,cpu,"{""t_true_ns"": 125528138784777}"
125528452199988,6889374,000027d1764ed90d0400f734ddbfc345172897250f129fe4acd4026c13a2b331,17,121404,cpu,"{""t_true_ns"": 125528452199988}"
125528658850751,6968838,00000944b4db801a787b18cee691749b1c2218ede8a978529352389986aed671,17,79464,cpu,"{""t_true_ns"": 125528658850751}"
125528807966145,7026905,00006d67b8f4c7566aec1d589d17e8a928d3ac4212315805d9c087fffc27d131,17,58067,cpu,"{""t_true_ns"": 125528807966145}"
125528839601009,7039017,00006a77ed163dbde9d14998b55ad27db69a31b75f80b02d32ecb4917d417f20,17,12112,cpu,"{""t_true_ns"": 125528839601009}"
125529239431036,7193264,00002c6c1a853944d93cb5e9f877a0c4a49e4c09f1cb3c4cd83cc957cb008506,17,154247,cpu,"{""t_true_ns"": 125529239431036}"
125529424907863,7264834,00001d20249da89ca90fe7d639d8c880a37ad669fae694a4e44cd5fadb4633d6,17,71570,cpu,"{""t_true_ns"": 125529424907863}"
125529670352832,7360475,000068670f604ff3ccc6c67ca4abc2742ee97b3a3fa38f6ea8136ae071085dff,17,95641,cpu,"{""t_true_ns"": 125529670352832}"
